X,Y
0.0,0.1875764522794286
0.10101010101010101,0.1107680340460611
0.20202020202020202,0.2040662975504509
0.30303030303030304,0.2641393082428527
0.40404040404040403,0.3487903859665166
0.5050505050505051,0.6380318851771719
0.6060606060606061,0.4519234772613058
0.7070707070707071,0.5843627611541161
0.8080808080808081,0.6700415920000811
0.9090909090909091,0.9945120310489608
1.0101010101010102,0.7137587091327038
1.1111111111111112,0.8185846542695723
1.2121212121212122,0.8608312037773254
1.3131313131313131,0.9260147845528351
1.4141414141414141,0.8265825924405458
1.5151515151515151,0.8953777952004068
1.6161616161616161,0.9305338715308117
1.7171717171717171,1.1171657590540267
1.8181818181818181,1.0613645665785287
1.9191919191919191,0.8646935051883482
2.0202020202020203,0.9419755880903762
2.121212121212121,0.8824355455720557
2.2222222222222223,0.7562314706330566
2.323232323232323,0.6218940597602345
2.4242424242424243,0.8775813899372009
2.525252525252525,0.6156919416307781
2.6262626262626263,0.31532512011984337
2.727272727272727,0.5185783201514182
2.8282828282828283,0.37184413277105965
2.929292929292929,0.2837593800278646
3.0303030303030303,0.19183924898563787
3.131313131313131,-0.0052740376732194096
3.2323232323232323,-0.05006765014148186
3.3333333333333335,-0.1401638609795945
3.4343434343434343,-0.2516545159500676
3.5353535353535355,-0.41776777317263747
3.6363636363636362,-0.49794977437875176
3.7373737373737375,-0.5466608625247088
3.8383838383838382,-0.6134183939564193
3.9393939393939394,-0.6464671632757151
4.040404040404041,-1.008060118426551
4.141414141414141,-0.701828687540992
4.242424242424242,-0.7868587222108097
4.343434343434343,-0.9429521891626187
4.444444444444445,-0.8560534529560588
4.545454545454545,-0.9583039707162503
4.646464646464646,-1.192555561019468
4.747474747474747,-1.035205200523956
4.848484848484849,-1.1062726409664987
4.94949494949495,-0.8726743547420973
5.05050505050505,-0.9643881280716322
5.151515151515151,-0.7130438796305749
5.252525252525253,-0.9091474462140883
5.353535353535354,-0.868452063497797
5.454545454545454,-0.7831522187504681
5.555555555555555,-0.8228612063095931
5.656565656565657,-0.5961211786066364
5.757575757575758,-0.4903658433051235
5.858585858585858,-0.4154101865256788
5.959595959595959,-0.48521114292271644
6.0606060606060606,-0.15755858848857918
6.161616161616162,0.026301399631338526
6.262626262626262,0.07677447536353045
6.363636363636363,0.1206424053807194
6.4646464646464645,0.006594217499952537
6.565656565656566,0.17717729927289289
6.666666666666667,0.5537803905910018
6.767676767676767,0.405877132517156
6.8686868686868685,0.512775364838312
6.96969696969697,0.6470721950850631
7.070707070707071,0.5853601340087905
7.171717171717171,0.7544877308755271
7.2727272727272725,0.7891813969829742
7.373737373737374,0.9137533522803774
7.474747474747475,0.9709625879471335
7.575757575757575,1.057254825703141
7.6767676767676765,0.8312408590801449
7.777777777777778,1.0416388708359035
7.878787878787879,0.9101567776669233
7.979797979797979,1.1027203428076384
8.080808080808081,1.085733204548311
8.181818181818182,1.1115605164476459
8.282828282828282,0.8766441167877489
8.383838383838384,0.8148732982291689
8.484848484848484,0.765428260891142
8.585858585858587,0.7996974234664905
8.686868686868687,0.8488915592331834
8.787878787878787,0.6989873041768921
8.88888888888889,0.2650489235250899
8.98989898989899,0.622258369243939
9.09090909090909,0.2480182157858939
9.191919191919192,0.11778814651003507
9.292929292929292,0.05812873638549611
9.393939393939394,0.07471094970027412
9.494949494949495,-0.014166202301235997
9.595959595959595,0.07138021463292465
9.696969696969697,-0.10535826109058222
9.797979797979798,-0.4842793774070174
9.8989898989899,-0.24079623317097018
10.0,-0.3916384776566033
